"ーーーーーーーーーーーーーーーーーーー
エラーです
ファイル:: <INFO1>
行番号:: <INFO2>
行内容:: <INFO3>
エラー内容:: <INFO4>
ーーーーーーーーーーーーーーーーーーー",
"存在しないファイル
<INFO1>
を指定しています",
"中間ファイル
<INFO1>
がありません",
"ファイルのサイズが大きいです
ファイルのサイズは<INFO1>バイトまでです",
無効な文字です::<INFO1>,
"数値の指定方法が違います
例）
2進数：：0b0010
10進数（整数）：：2
10進数（不動小数点）：：0.2f
16進数：：0x0002",
"型の最小値未満か最大値より大きい値をしています
数値を型の範囲内にしてください
参考）
2進数：：0b00000000000000000000000000000000～
0b11111111111111111111111111111111
10進数（整数）：：-2,147,483,648 ～ 2,147,483,647
10進数（不動小数点数）：：3.4E +/- 38 (7 桁)
16進数：：0x00000000～0xFFFFFFFF",
"ST_VARIABLE_NOT_DEFINE
プリプロセスので何かしらのエラー",
"#inludeの後にファイル名の指定がありません
ファイル名を指定してください
例）#include ""gwst_lib.mcs""",
"#initの後に関数の指定がありません
関数を指定してください
例）#init ""function""",
"#mainの後に関数の指定がありません
関数を指定してください
例）#main ""function""",
"ラベル <INFO1> はすでに定義されています
違うラベル名にしてください",
文字列を指定する必要があります,
"ST_INVALID_OPERAND
不明オペランドです",
コピーバイト数を指定する必要があります,
オペランドを指定する必要があります,
"登録されていないラベル
<INFO1>を
使用しようとしています",
置き換えるオペランド数を指定する必要があります,
デバックタイプを数値で指定してください,
"<INFO1>の形式は
<INFO1>  整数
です",
"<INFO1>の形式は
<INFO1>  浮動小数点
です",
"<INFO1>の形式は
<INFO1>  文字列
です",
"<INFO1>の形式は
<INFO1>  Operand  整数
です",
"<INFO1>の形式は
<INFO1>  Operand  浮動小数点
です",
"<INFO1>の形式は
<INFO1>  Operand  文字列
です",
"<INFO1>の形式は
<INFO1>  Operand  Operand  整数
です",
"<INFO1>の形式は
<INFO1>  ラベル名
です",
"<INFO1>の形式は
<INFO1>  Operandです",
"<INFO1>の形式は
<INFO1>  Operand  Operand
です",
定義されていないニーモニックです,
"元ファイルのサイズが0です
.mcファイルは作成しません",
"ST_GENERATE_MNIMONIC
想定したオペランドの書き込みができませんでした。
書き込みニーモニック:<INFO1>
書き込み数:<INFO2>, 書き込み想定数:<INFO3>",
"想定外の例外が発生しました
c#例外:
<INFO1>",
